11.16241966,79.24343064
13.06349985,80.24379967
10.87765164,76.97810257
11.53612829,79.45263678
12.10896921,78.19060565
10.39102705,77.82064552
11.5171588,77.41388433
12.68304079,79.94318231
8.307782084,77.36350084
10.84426463,78.13408709
12.4911292,78.03363637
9.921103669,78.007604
10.83983199,79.7393756
11.31769063,78.13683945
11.27573283,78.89150129
10.36051767,78.87966021
9.432836337,78.69092624
11.67590564,78.22268135
9.914276427,78.60192405
10.66835609,79.24430922
11.45070342,76.64587899
9.891562443,77.43999944
13.23958648,79.94457539
10.68044908,79.53689401
8.902582707,77.99970415
10.89011958,78.57090372
8.794222429,77.53778674
10.83854971,77.40800857
12.43364906,79.16866397
12.81334347,79.01052142
11.97429045,79.2905713
9.491536837,77.90963006